Date, Open, High, Low, Close, Volume,Company
04/07/2020,106,106,106,106,200,WTK
04/06/2020,107,110,104,105.75,800,WTK
04/03/2020,105,111,105,109,1200,WTK
04/02/2020,108,108,105,106.25,500,WTK
04/01/2020,100,100,100,100,100,WTK
03/31/2020,104,104,104,104,100,WTK
03/30/2020,95,104,95,96.75,500,WTK
03/27/2020,93,99.5,93,94.75,800,WTK
03/26/2020,92,99.75,92,93.5,3000,WTK
03/25/2020,92,92,92,92,100,WTK
03/24/2020,93.25,93.25,93,93,1300,WTK
03/23/2020,94.25,100,94,94.75,2500,WTK
03/20/2020,105,105,93,94.25,11300,WTK
03/19/2020,108,109,98.5,102.75,1800,WTK
03/18/2020,109,109,109,109,800,WTK
03/17/2020,112,112,108,109.75,1700,WTK
03/16/2020,112,112,112,112,1200,WTK
03/13/2020,112,115,110,112,1600,WTK
03/12/2020,119,120,116,119,900,WTK
03/11/2020,119,119,119,119,100,WTK
03/10/2020,119.75,120,119,119.75,500,WTK
03/09/2020,120,120,120,120,1300,WTK
03/06/2020,120,120,120,120,1000,WTK
03/05/2020,120,120,120,120,11100,WTK
03/04/2020,120.25,122,120,120.25,1200,WTK
03/03/2020,120.25,122,120,120.25,5300,WTK
03/02/2020,122.75,123,122,122.75,1100,WTK
02/28/2020,123.25,124,123,123.25,1500,WTK
02/26/2020,122.75,124,122,122.75,300,WTK
02/25/2020,123,123,123,123,200,WTK
02/24/2020,123.75,125,123,123.75,500,WTK
02/21/2020,125,125,125,125,1500,WTK
02/20/2020,125,125,125,125,1500,WTK
02/19/2020,123,129,120,123,3900,WTK
02/18/2020,129.25,129.5,129,129.25,3000,WTK
02/17/2020,129.75,130,129.5,129.75,3100,WTK
02/14/2020,130,130,130,130,700,WTK
02/12/2020,130,130,130,130,300,WTK
02/10/2020,130,130,130,130,1000,WTK
02/07/2020,130,130,130,130,2300,WTK
02/06/2020,130,130,130,130,27700,WTK
02/05/2020,130,130,129.5,130,500,WTK
02/04/2020,129.5,132,129,129.5,700,WTK
02/03/2020,130,130,130,130,2500,WTK
01/31/2020,130.25,131,128,130.25,5900,WTK
01/30/2020,131,131,131,131,900,WTK
01/29/2020,133,133,133,133,100,WTK
01/28/2020,133,133,133,133,400,WTK
01/27/2020,132.25,133,126,132.25,900,WTK
01/24/2020,133,133,133,133,500,WTK
01/23/2020,130.75,133,125,130.75,6400,WTK
01/22/2020,132,133,131,132,2700,WTK
01/21/2020,133.25,134,133,133.25,400,WTK
01/20/2020,134,134,134,134,2700,WTK
01/17/2020,134,134,134,134,500,WTK
01/16/2020,134,134,134,134,300,WTK
01/14/2020,134,134,134,134,100,WTK
01/10/2020,133.75,134,130,133.75,8000,WTK
01/08/2020,130,130,130,130,700,WTK
01/07/2020,134.5,135,134,134.5,6100,WTK
01/06/2020,139,139,139,139,300,WTK
01/03/2020,138.25,140,138,138.25,1600,WTK
01/02/2020,139,139,139,139,100,WTK
12/31/2019,139.5,145.25,135,139.5,4400,WTK
12/30/2019,132.25,132.25,132.25,132.25,1400,WTK
12/27/2019,133.5,135,132.25,133.5,1300,WTK
12/23/2019,132,132,132,132,2100,WTK
12/20/2019,132.5,133,132,132.5,1000,WTK
12/19/2019,133,133,133,133,2100,WTK
12/18/2019,133,133,133,133,3600,WTK
12/17/2019,132.5,133,131,132.5,7400,WTK
12/16/2019,134.75,135,134,134.75,600,WTK
12/13/2019,134,134,133,134,1900,WTK
12/11/2019,133.75,134,133,133.75,1400,WTK
12/09/2019,134,134,134,134,1200,WTK
12/06/2019,132,132,132,132,1300,WTK
12/05/2019,132.5,133,132,132.5,400,WTK
12/04/2019,132.25,133,132,132.25,600,WTK
12/03/2019,134,134,134,134,100,WTK
12/02/2019,132,132,132,132,700,WTK
11/29/2019,133.75,135,131,133.75,3300,WTK
11/27/2019,135,135,135,135,200,WTK
11/22/2019,131,131,131,131,600,WTK
11/21/2019,130.25,131,130,130.25,2000,WTK
11/20/2019,131.5,132,131,131.5,200,WTK
11/19/2019,131.75,133,130,131.75,2300,WTK
11/18/2019,132,132,132,132,600,WTK
11/15/2019,132.75,135,132,132.75,1700,WTK
11/14/2019,128,132,125,128,2000,WTK
11/12/2019,130.75,131,130,130.75,1100,WTK
11/11/2019,132.25,133,131,132.25,1500,WTK
11/08/2019,131.75,133,129,131.75,700,WTK
11/07/2019,133.75,134,133,133.75,500,WTK
11/06/2019,134,134,133,134,1200,WTK
11/05/2019,131.25,135,130,131.25,2600,WTK
11/04/2019,130.25,132,129,130.25,1300,WTK
11/01/2019,134,134,134,134,200,WTK
10/31/2019,131.75,134,130,131.75,1500,WTK
10/30/2019,132.5,135,132,132.5,2300,WTK
10/29/2019,133,134,133,133,1100,WTK
10/28/2019,134,134,134,134,1600,WTK
10/25/2019,134.5,135,134,134.5,3800,WTK
10/23/2019,134,134,134,134,1500,WTK
10/22/2019,134,134,134,134,1000,WTK
10/18/2019,134,134,134,134,2300,WTK
10/17/2019,134.75,135,134,134.75,900,WTK
10/16/2019,135,135,132,135,6300,WTK
10/15/2019,135,135,135,135,2200,WTK
10/14/2019,136.25,137,135,136.25,2400,WTK
10/11/2019,135,135,135,135,200,WTK
10/09/2019,135.25,137,135,135.25,7200,WTK
10/08/2019,136.5,137,136,136.5,1400,WTK
10/07/2019,136,137,135,136,500,WTK
10/04/2019,137,137,137,137,100,WTK
10/03/2019,136.25,138,135,136.25,2600,WTK
10/02/2019,138,138,138,138,100,WTK
10/01/2019,138,138,138,138,200,WTK
09/30/2019,138.25,140,138,138.25,3200,WTK
09/27/2019,135.75,136,135,135.75,9400,WTK
09/26/2019,131,131,131,131,400,WTK
09/25/2019,135,135,135,135,1600,WTK
09/24/2019,135.75,136,135,135.75,4500,WTK
09/23/2019,135.75,140,135.5,135.75,1100,WTK
09/20/2019,135,135,135,135,4700,WTK
09/19/2019,135.5,138,135,135.5,500,WTK
09/18/2019,138,138,138,138,500,WTK
09/17/2019,138,138,138,138,100,WTK
09/16/2019,136.25,140,132,136.25,1100,WTK
09/12/2019,140,140,140,140,200,WTK
09/11/2019,142,142,142,142,200,WTK
09/06/2019,130,130,130,130,500,WTK
09/05/2019,130,130,130,130,1500,WTK
09/04/2019,130,130,130,130,1900,WTK
09/03/2019,140,140,140,140,600,WTK
09/02/2019,130,130,130,130,500,WTK
08/30/2019,135,135,135,135,200,WTK
08/29/2019,135,135,135,135,100,WTK
08/28/2019,135,135,135,135,500,WTK
08/27/2019,135,135,135,135,3800,WTK
08/26/2019,135,135,135,135,100,WTK
08/23/2019,134.25,135,134,134.25,3800,WTK
08/22/2019,132.25,135,130,132.25,1700,WTK
08/21/2019,135,135,135,135,4200,WTK
08/20/2019,135,135,135,135,800,WTK
08/19/2019,127,130,126.25,127,400,WTK
08/16/2019,130,138,126,130,300,WTK
08/15/2019,140,140,140,140,200,WTK
08/14/2019,140,140,140,140,100,WTK
08/13/2019,140,140,140,140,600,WTK
08/09/2019,140,140,140,140,700,WTK
08/08/2019,145,145,145,145,2100,WTK
08/07/2019,140,140,140,140,100,WTK
08/06/2019,140,140,140,140,100,WTK
08/05/2019,140,140,140,140,100,WTK
08/02/2019,140,140,140,140,100,WTK
08/01/2019,150,155,145,150,29000,WTK
07/31/2019,164.75,165,162.5,164.75,17600,WTK
07/30/2019,163.75,164,162.5,163.75,4900,WTK
07/29/2019,164.5,164.5,164.5,164.5,5900,WTK
07/26/2019,165,165,165,165,2800,WTK
07/25/2019,163.75,165,160,163.75,7600,WTK
07/24/2019,164,164,160,164,4500,WTK
07/23/2019,164,165,163,164,900,WTK
07/22/2019,164,165,163,164,61400,WTK
07/19/2019,162.5,163,159.5,162.5,2300,WTK
07/18/2019,161.75,164,159.5,161.75,1800,WTK
07/17/2019,159.5,159.5,159.5,159.5,100,WTK
07/16/2019,158.25,160,156.5,158.25,600,WTK
07/15/2019,156.5,160,155,156.5,1600,WTK
07/12/2019,155,155,155,155,2800,WTK
07/11/2019,154.25,155,153,154.25,6100,WTK
07/10/2019,154.5,155,154,154.5,4100,WTK
07/09/2019,155,155,155,155,7800,WTK
07/08/2019,154.5,155,154,154.5,1300,WTK
07/05/2019,155,155,155,155,3600,WTK
07/04/2019,154.25,155,154,154.25,800,WTK
07/03/2019,155,155,155,155,100,WTK
07/02/2019,154.25,155,151,154.25,20700,WTK
07/01/2019,151,154,150,151,3600,WTK
06/28/2019,141.5,154,140,141.5,26200,WTK
06/26/2019,140,140,140,140,500,WTK
06/25/2019,136,136,136,136,1900,WTK
06/24/2019,137.25,138,137,137.25,300,WTK
06/21/2019,138,138,138,138,1000,WTK
06/20/2019,136.25,136.25,136.25,136.25,700,WTK
06/19/2019,138,140,137,138,1100,WTK
06/18/2019,138.75,140,138,138.75,800,WTK
06/17/2019,140,140,140,140,100,WTK
06/14/2019,139.75,140,139.75,139.75,5000,WTK
06/13/2019,139.5,140,138,139.5,2600,WTK
06/12/2019,138,138,138,138,400,WTK
06/10/2019,136,136,136,136,9700,WTK
06/07/2019,136.5,138,136,136.5,400,WTK
06/06/2019,138,138,138,138,1200,WTK
06/04/2019,136.5,140,136,136.5,3100,WTK
06/03/2019,138,138,138,138,10000,WTK
05/31/2019,138.5,140,138,138.5,300,WTK
05/30/2019,140,140,140,140,300,WTK
05/28/2019,140,140,140,140,55800,WTK
05/27/2019,138.5,140,138,138.5,300,WTK
05/24/2019,140.5,141,140,140.5,1400,WTK
05/23/2019,140.75,142,140,140.75,2600,WTK
05/22/2019,140,140,140,140,600,WTK
05/21/2019,140,140,140,140,700,WTK
05/20/2019,142,142,142,142,300,WTK
05/17/2019,140,140,140,140,600,WTK
05/15/2019,142,142,142,142,900,WTK
05/13/2019,140,140,140,140,1000,WTK
05/10/2019,140,140,140,140,700,WTK
05/09/2019,140,140,140,140,400,WTK
05/08/2019,140.5,140.5,140.5,140.5,300,WTK
05/07/2019,140.5,142.75,140,140.5,500,WTK
05/06/2019,141.75,143,140,141.75,2200,WTK
05/03/2019,142.75,142.75,142.75,142.75,200,WTK
05/02/2019,141.5,143.5,138,141.5,300,WTK
04/30/2019,144,144,144,144,400,WTK
04/29/2019,143,143.75,138,143,900,WTK
04/26/2019,143.75,144,138,143.75,10200,WTK
04/25/2019,139.5,140.5,138,139.5,300,WTK
04/24/2019,138,138,138,138,200,WTK
04/23/2019,143,143.5,142,143,700,WTK
04/18/2019,143.5,144,143.5,143.5,300,WTK
04/16/2019,145,145,145,145,100,WTK
04/12/2019,139.75,140,139.5,139.75,2600,WTK
04/10/2019,140,140,140,140,300,WTK
04/09/2019,139.5,140,138,139.5,1400,WTK
04/08/2019,140,140,140,140,500,WTK
04/05/2019,140,140,140,140,900,WTK
04/04/2019,138.5,140,135,138.5,700,WTK
04/03/2019,143.25,144,140,143.25,700,WTK
04/02/2019,144,144,144,144,400,WTK
04/01/2019,145,145,145,145,700,WTK
03/29/2019,145,145,145,145,1300,WTK
03/28/2019,148,148.75,145,148,500,WTK
03/27/2019,147.75,149,147,147.75,1700,WTK
03/26/2019,147,149,145,147,3200,WTK
03/25/2019,146.5,149,146,146.5,1200,WTK
03/22/2019,149.5,150,149,149.5,300,WTK
03/21/2019,150,150,150,150,4000,WTK
03/18/2019,150,150,150,150,1800,WTK
03/15/2019,150,150,150,150,10000,WTK
03/14/2019,149.5,153,147,149.5,4700,WTK
03/13/2019,147,149.75,146,147,2200,WTK
03/12/2019,146,146,146,146,1200,WTK
03/11/2019,149.75,150,148,149.75,1200,WTK
03/08/2019,148.25,150,148,148.25,600,WTK
03/07/2019,147.25,150,146,147.25,300,WTK
03/05/2019,151.75,152,151,151.75,900,WTK
03/04/2019,152,152,152,152,300,WTK
03/01/2019,151.25,152,150,151.25,600,WTK
02/28/2019,151,155,150,151,5300,WTK
02/27/2019,155.5,155.5,155.5,155.5,400,WTK
02/26/2019,150,150,150,150,1100,WTK
02/22/2019,146,146,146,146,200,WTK
02/21/2019,155,155,155,155,200,WTK
02/20/2019,155,155,155,155,300,WTK
02/10/2019,155,155,155,155,100,WTK
02/18/2019,152.75,156,150,152.75,800,WTK
02/15/2019,151.5,156,148,151.5,2500,WTK
02/14/2019,148,148,148,148,1000,WTK
02/13/2019,160,160,160,160,400,WTK
02/12/2019,146.75,148,146,146.75,3600,WTK
02/11/2019,146.25,147,145,146.25,10200,WTK
02/08/2019,140,142,140,140,3600,WTK
02/06/2019,146,146,146,146,2200,WTK
02/04/2019,146.5,147,146,146.5,1800,WTK
02/01/2019,146,146,146,146,2000,WTK
01/31/2019,146.25,147,146,146.25,4100,WTK
01/30/2019,147.5,148,147,147.5,600,WTK
01/29/2019,145,145,145,145,3800,WTK
01/28/2019,148,148,148,148,700,WTK
01/24/2019,148,150,147,148,400,WTK
01/23/2019,147,147,147,147,300,WTK
01/22/2019,144,146,143,144,800,WTK
01/21/2019,147,147,147,147,900,WTK
01/17/2019,144.25,147,143,144.25,800,WTK
01/16/2019,147,147,147,147,400,WTK
01/14/2019,148,148,148,148,1200,WTK
01/11/2019,146.25,149,146,146.25,900,WTK
01/09/2019,146.25,149,146,146.25,4600,WTK
01/08/2019,148.5,149,148,148.5,1000,WTK
01/07/2019,149,149,149,149,500,WTK
01/04/2019,149.25,150,149,149.25,2200,WTK
01/03/2019,150,150,150,150,300,WTK
01/02/2019,150,150,150,150,500,WTK
12/31/2018,150,150,150,150,100,WTK
12/27/2018,149.25,150,149,149.25,2600,WTK
12/24/2018,150,150,150,150,1000,WTK
12/21/2018,150,150,150,150,100,WTK
12/20/2018,153.75,155,150,153.75,2000,WTK
12/18/2018,145,145,145,145,900,WTK
12/14/2018,142.25,145,141,142.25,1100,WTK
12/10/2018,140.5,143,140,140.5,1000,WTK
12/06/2018,140,140,140,140,600,WTK
12/05/2018,140.5,144,140,140.5,6400,WTK
12/04/2018,141.75,143,140,141.75,3000,WTK
11/30/2018,144.5,160,144,144.5,3500,WTK
11/28/2018,160,160,160,160,1000,WTK
11/27/2018,159.75,160,159,159.75,1100,WTK
11/23/2018,163,164,162,163,1400,WTK
11/22/2018,164,164,164,164,500,WTK
11/21/2018,154,158,150,154,1200,WTK
11/20/2018,160,164,160,160,6500,WTK
11/19/2018,154,154,154,154,300,WTK
11/16/2018,153,160,151,153,3500,WTK
11/15/2018,156,157,152,156,2600,WTK
11/13/2018,160,160,160,160,20300,WTK
11/12/2018,160,160,160,160,3000,WTK
11/09/2018,160,164,160,160,16800,WTK
11/08/2018,162,164,159,162,2800,WTK
11/07/2018,155,155,155,155,20300,WTK
11/06/2018,155,155,155,155,300,WTK
11/05/2018,153,155,150,153,9100,WTK
11/02/2018,150,150,150,150,100,WTK
11/01/2018,149,150,145,149,45300,WTK
10/31/2018,150,150,150,150,1300,WTK
10/30/2018,149,149,149,149,300,WTK
10/29/2018,144,150,142,144,2100,WTK
10/26/2018,142,142,142,142,100,WTK
10/24/2018,141,145,139,141,3100,WTK
10/23/2018,142,146,140,142,900,WTK
10/22/2018,141,141,141,141,100,WTK
10/19/2018,140,141,140,140,2100,WTK
10/18/2018,141,144,139,141,700,WTK
10/17/2018,138,140,134,138,5400,WTK
10/16/2018,139,139,139,139,100,WTK
10/15/2018,140,140,140,140,100,WTK
10/12/2018,139,139,139,139,1200,WTK
10/11/2018,140,140,140,140,500,WTK
10/08/2018,139,139,139,139,100,WTK
10/05/2018,140,140,140,140,200,WTK
10/04/2018,140,140,140,140,6300,WTK
10/03/2018,140,140,140,140,300,WTK
10/02/2018,140,144,140,140,3000,WTK
10/01/2018,144,144,144,144,300,WTK
09/27/2018,140,144,140,140,600,WTK
09/26/2018,143,144,142,143,300,WTK
09/25/2018,156,156,156,156,200,WTK
09/24/2018,159,165,145,159,6600,WTK
09/21/2018,174,175,172,174,2100,WTK
09/20/2018,164,170,164,164,7700,WTK
09/19/2018,164,167,163,164,4500,WTK
09/18/2018,167,168,167,167,4200,WTK
09/17/2018,167,168,167,167,4200,WTK
09/14/2018,166,168,165,166,16900,WTK
09/13/2018,168,169,168,168,1900,WTK
09/12/2018,169,172,168,169,2600,WTK
09/11/2018,168,169,168,168,6100,WTK
09/10/2018,168,171,168,168,5400,WTK
09/07/2018,171,173,170,171,6600,WTK
09/06/2018,169,170,168,169,18500,WTK
09/05/2018,168,170,167,168,4800,WTK
09/04/2018,170,175,168,170,7700,WTK
09/03/2018,170,170,170,170,1300,WTK
08/31/2018,167,170,167,167,6200,WTK
08/30/2018,167,168,167,167,17900,WTK
08/29/2018,167,168,167,167,5800,WTK
08/28/2018,167,168,167,167,10700,WTK
08/27/2018,167,169,167,167,5200,WTK
08/24/2018,168,172,168,168,7800,WTK
08/23/2018,169,170,168,169,7500,WTK
08/22/2018,170,171,170,170,6700,WTK
08/20/2018,169,172,169,169,17800,WTK
08/17/2018,171,172,170,171,14600,WTK
08/16/2018,174,175,174,174,15700,WTK
08/15/2018,174,175,174,174,6800,WTK
08/14/2018,174,175,174,174,6200,WTK
08/13/2018,175,180,174,175,5700,WTK
08/10/2018,177,180,175,177,2500,WTK
08/09/2018,179,179,179,179,900,WTK
08/08/2018,174,180,173,174,36800,WTK
08/07/2018,170,180,170,170,9100,WTK
08/06/2018,172,180,171,172,63600,WTK
08/03/2018,171,180,169,171,232600,WTK
08/02/2018,169,170,140,169,200700,WTK
07/31/2018,135,138,135,135,1100,WTK
07/27/2018,138,138,138,138,1800,WTK
07/25/2018,138,138,138,138,300,WTK
07/24/2018,138,138,138,138,400,WTK
07/23/2018,138,138,138,138,800,WTK
07/20/2018,136,138,136,136,1700,WTK
07/19/2018,138,138,138,138,1000,WTK
07/18/2018,137,138,136,137,1100,WTK
07/17/2018,137,138,137,137,1000,WTK
07/16/2018,136,138,136,136,1800,WTK
07/13/2018,137,138,137,137,500,WTK
07/12/2018,138,138,138,138,6900,WTK
07/10/2018,136,138,136,136,900,WTK
07/09/2018,138,138,138,138,10400,WTK
07/06/2018,140,140,140,140,100,WTK
07/05/2018,140,140,140,140,900,WTK
07/03/2018,138,139,138,138,300,WTK
07/02/2018,140,140,140,140,600,WTK
06/29/2018,139,139,139,139,500,WTK
06/28/2018,139,139,139,139,700,WTK
06/27/2018,139,140,139,139,2000,WTK
06/26/2018,140,140,140,140,700,WTK
06/25/2018,142,142,142,142,100,WTK
06/22/2018,138,139,138,138,2300,WTK
06/21/2018,139,139,139,139,900,WTK
06/19/2018,139,142,138,139,5600,WTK
06/18/2018,142,145,142,142,1400,WTK
06/13/2018,145,145,145,145,1000,WTK
06/12/2018,145,145,145,145,1300,WTK
06/11/2018,142,142,142,142,1000,WTK
06/07/2018,145,145,145,145,200,WTK
06/06/2018,145,145,145,145,300,WTK
06/05/2018,140,145,140,140,2800,WTK
06/04/2018,145,145,145,145,200,WTK
05/30/2018,141,142,141,141,200,WTK
05/28/2018,141,147,140,141,2000,WTK
05/24/2018,150,150,150,150,5600,WTK
05/22/2018,150,150,150,150,900,WTK
05/18/2018,150,150,150,150,2000,WTK
05/17/2018,150,150,150,150,6000,WTK
05/15/2018,152,155,150,152,4200,WTK
05/14/2018,151,155,150,151,2600,WTK
05/11/2018,155,155,155,155,200,WTK
05/10/2018,159,159,159,159,100,WTK
05/08/2018,159,160,159,159,1000,WTK
05/04/2018,151,153,150,151,1500,WTK
05/03/2018,155,155,155,155,1200,WTK
04/30/2018,157,159,155,157,400,WTK
04/27/2018,153,153,153,153,400,WTK
04/26/2018,159,159,159,159,800,WTK
04/25/2018,153,158,152,153,600,WTK
04/23/2018,152,153,152,152,400,WTK
04/20/2018,152,152,152,152,200,WTK
04/19/2018,159,160,152,159,20100,WTK
04/18/2018,159,159,159,159,200,WTK
04/17/2018,159,161,159,159,10800,WTK
04/16/2018,161,162,161,161,2800,WTK
04/13/2018,160,160,160,160,300,WTK
04/12/2018,160,161,160,160,400,WTK
04/11/2018,162,162,162,162,700,WTK
04/10/2018,156,162,155,156,1600,WTK
04/06/2018,155,162,150,155,3500,WTK
04/04/2018,155,155,155,155,100,WTK
04/03/2018,150,150,150,150,900,WTK
03/28/2018,150,150,150,150,2500,WTK
03/27/2018,150,150,150,150,100,WTK
03/26/2018,150,150,150,150,8500,WTK
03/23/2018,151,155,150,151,1200,WTK
03/22/2018,151,155,150,151,1000,WTK
03/21/2018,150,150,150,150,300,WTK
03/19/2018,150,151,150,150,2800,WTK
03/16/2018,150,151,150,150,9000,WTK
03/14/2018,150,151,150,150,2100,WTK
03/12/2018,150,151,150,150,3800,WTK
03/09/2018,151,154,150,151,700,WTK
03/08/2018,150,150,150,150,400,WTK
03/07/2018,150,150,150,150,200,WTK
03/06/2018,150,151,150,150,9000,WTK
03/05/2018,150,158,150,150,26900,WTK
03/02/2018,158,158,158,158,100,WTK
03/01/2018,158,159,158,158,600,WTK
02/26/2018,158,159,155,158,600,WTK
02/23/2018,155,155,155,155,400,WTK
02/22/2018,155,155,155,155,1300,WTK
02/21/2018,155,155,155,155,1200,WTK
02/20/2018,152,155,152,152,1200,WTK
02/19/2018,152,152,152,152,200,WTK
02/14/2018,149,150,149,149,5400,WTK
02/13/2018,149,150,149,149,1300,WTK
02/09/2018,150,152,150,150,700,WTK
02/08/2018,150,152,150,150,3000,WTK
02/07/2018,150,150,150,150,200,WTK
02/06/2018,149,150,146,149,1200,WTK
02/05/2018,150,155,150,150,2800,WTK
02/02/2018,150,150,150,150,600,WTK
02/01/2018,149,150,149,149,1400,WTK
01/31/2018,150,150,150,150,2400,WTK
01/29/2018,150,150,150,150,200,WTK
01/26/2018,149,150,149,149,600,WTK
01/25/2018,150,156,150,150,10500,WTK
01/24/2018,153,156,152,153,3200,WTK
01/23/2018,152,153,152,152,2200,WTK
01/22/2018,153,153,153,153,100,WTK
01/18/2018,152,156,151,152,2900,WTK
01/17/2018,150,150,150,150,100,WTK
01/16/2018,151,155,150,151,900,WTK
01/15/2018,150,155,150,150,4600,WTK
01/12/2018,156,156,156,156,4100,WTK
01/11/2018,155,156,155,155,600,WTK
01/10/2018,157,158,157,157,1700,WTK
01/09/2018,158,158,158,158,1000,WTK
01/08/2018,158,159,158,158,700,WTK
01/05/2018,159,160,159,159,1100,WTK
01/02/2018,158,158,158,158,100,WTK
12/29/2017,159,160,158,159,4500,WTK
12/28/2017,160,160,160,160,1000,WTK
12/27/2017,160,165,160,160,3100,WTK
12/22/2017,160,160,160,160,1300,WTK
12/21/2017,158,160,158,158,1700,WTK
12/20/2017,160,160,160,160,6000,WTK
12/19/2017,160,160,160,160,1100,WTK
12/18/2017,160,160,160,160,300,WTK
12/15/2017,160,160,160,160,100,WTK
12/14/2017,160,160,160,160,6200,WTK
12/13/2017,160,163,160,160,7400,WTK
12/11/2017,165,166,165,165,2200,WTK
12/07/2017,166,166,166,166,2000,WTK
12/06/2017,166,166,166,166,400,WTK
12/05/2017,166,166,166,166,100,WTK
12/04/2017,166,166,166,166,2700,WTK
12/01/2017,166,166,166,166,100,WTK
11/30/2017,165,166,160,165,8700,WTK
11/29/2017,168,168,168,168,100,WTK
11/24/2017,166,168,165,166,2700,WTK
11/23/2017,168,168,168,168,300,WTK
11/22/2017,165,166,165,165,18000,WTK
11/21/2017,166,166,166,166,100,WTK
11/20/2017,166,166,166,166,100,WTK
11/17/2017,163,163,163,163,1000,WTK
11/16/2017,162,166,161,162,2800,WTK
11/15/2017,165,165,165,165,2500,WTK
11/14/2017,165,166,165,165,500,WTK
11/10/2017,166,166,166,166,200,WTK
11/09/2017,167,173,167,167,2900,WTK
11/08/2017,164,170,164,164,2000,WTK
11/06/2017,165,165,165,165,500,WTK
11/03/2017,165,165,165,165,700,WTK
11/01/2017,165,165,165,165,3800,WTK
10/31/2017,160,164,160,160,3600,WTK
10/30/2017,160,162,160,160,5000,WTK
10/27/2017,172,175,172,172,700,WTK
10/24/2017,166,172,160,166,1600,WTK
10/19/2017,162,172,160,162,600,WTK
10/18/2017,160,160,160,160,3100,WTK
10/12/2017,158,158,158,158,800,WTK
10/11/2017,150,160,150,150,152600,WTK
10/10/2017,164,169,160,164,2000,WTK
10/09/2017,177,180,168,177,1700,WTK
10/03/2017,168,175,168,168,7600,WTK
09/28/2017,185,185,185,185,100,WTK
09/27/2017,172,187,168,172,1000,WTK
09/26/2017,170,170,170,170,1400,WTK
09/22/2017,170,170,170,170,200,WTK
09/21/2017,170,170,170,170,900,WTK
09/19/2017,170,170,170,170,1000,WTK
09/15/2017,175,175,175,175,100,WTK
09/11/2017,174,174,174,174,400,WTK
09/06/2017,170,170,170,170,500,WTK
09/05/2017,171,174,168,171,200,WTK
09/01/2017,174,174,174,174,200,WTK
08/29/2017,170,175,165,170,600,WTK
08/28/2017,166,170,165,166,1200,WTK
08/25/2017,166,175,162,166,2400,WTK
08/22/2017,180,180,180,180,5300,WTK
08/21/2017,186,190,185,186,400,WTK
08/18/2017,180,180,180,180,1800,WTK
08/17/2017,180,180,180,180,10000,WTK
08/16/2017,179,185,179,179,21700,WTK
08/14/2017,179,181,179,179,30600,WTK
08/11/2017,186,190,186,186,4400,WTK
08/10/2017,186,189,180,186,1000,WTK
08/09/2017,190,190,190,190,200,WTK
08/07/2017,185,185,185,185,200,WTK
08/04/2017,180,190,180,180,155500,WTK
08/03/2017,180,180,180,180,8000,WTK
08/01/2017,180,180,180,180,5200,WTK
07/31/2017,180,185,180,180,8700,WTK
07/28/2017,186,186,186,186,500,WTK
07/27/2017,180,180,180,180,16200,WTK
07/25/2017,180,186,180,180,3100,WTK
07/24/2017,180,181,180,180,13300,WTK
07/20/2017,180,189,180,180,23500,WTK
07/19/2017,180,186,180,180,15900,WTK
07/18/2017,189,189,189,189,100,WTK
07/17/2017,185,186,185,185,1200,WTK
07/14/2017,186,186,186,186,200,WTK
07/13/2017,186,186,186,186,100,WTK
07/12/2017,186,186,186,186,2300,WTK
07/11/2017,186,186,186,186,300,WTK
07/07/2017,185,190,185,185,800,WTK
07/06/2017,185,190,185,185,700,WTK
07/05/2017,190,190,190,190,3200,WTK
07/03/2017,183,199,180,183,28500,WTK
06/30/2017,190,190,190,190,2000,WTK
06/29/2017,190,190,190,190,900,WTK
06/23/2017,190,190,190,190,9800,WTK
06/22/2017,189,190,189,189,600,WTK
06/19/2017,189,190,185,189,1700,WTK
06/15/2017,190,190,190,190,1700,WTK
06/13/2017,184,184,184,184,600,WTK
06/12/2017,185,185,185,185,9500,WTK
06/09/2017,185,185,185,185,3500,WTK
06/08/2017,184,185,184,184,300,WTK
06/06/2017,184,185,180,184,2800,WTK
06/02/2017,184,184,184,184,200,WTK
05/30/2017,185,185,185,185,600,WTK
05/29/2017,184,184,184,184,200,WTK
05/26/2017,182,182,182,182,600,WTK
05/25/2017,180,180,180,180,900,WTK
05/24/2017,180,180,180,180,2000,WTK
05/23/2017,179,180,178,179,6400,WTK
05/22/2017,178,178,178,178,500,WTK
05/16/2017,177,180,174,177,800,WTK
05/15/2017,180,180,180,180,600,WTK
05/11/2017,173,173,173,173,1700,WTK
05/05/2017,172,172,172,172,100,WTK
05/04/2017,180,180,180,180,1500,WTK
05/03/2017,180,180,180,180,1000,WTK
05/02/2017,180,180,180,180,100,WTK
04/27/2017,179,180,179,179,600,WTK
04/26/2017,179,179,179,179,400,WTK
04/25/2017,177,177,177,177,100,WTK
04/20/2017,177,180,170,177,700,WTK
04/13/2017,176,178,175,176,1100,WTK
04/12/2017,175,175,175,175,200,WTK
04/11/2017,177,177,177,177,300,WTK
04/10/2017,162,164,161,162,500,WTK
03/30/2017,161,161,161,161,300,WTK
03/29/2017,172,173,170,172,4700,WTK
03/28/2017,172,173,170,172,1000,WTK
03/27/2017,172,180,170,172,1900,WTK
03/24/2017,180,180,180,180,1900,WTK
03/23/2017,175,175,175,175,1600,WTK
03/21/2017,180,180,180,180,100,WTK
03/17/2017,170,170,170,170,500,WTK
03/14/2017,166,168,165,166,1300,WTK
